"policy_tenure","age_of_car","age_of_policyholder","area_cluster","model","is_claim"
0.515873589958172,0.05,0.644230769230769,"Low","M1","0"
0.672618513547733,0.02,0.375,"Medium","M1","0"
0.841110255796233,0.02,0.384615384615385,"Low","M1","0"
0.900276558749967,0.11,0.432692307692308,"Medium","M2","0"
0.596402813108729,0.11,0.634615384615385,"High","M3","0"
1.01870853782142,0.07,0.519230769230769,"Medium","M4","0"
0.097992157807911,0.16,0.403846153846154,"Low","M5","0"
0.509084671398517,0.14,0.423076923076923,"Low","M6","0"
0.282393518287139,0.07,0.298076923076923,"Low","M4","0"
0.566255432742967,0.04,0.442307692307692,"Medium","M7","0"
0.951416171038409,0.01,0.596153846153846,"High","M1","0"
0.083180015193718,0.12,0.298076923076923,"Low","M8","0"
0.045833998629361,0.03,0.480769230769231,"Low","M6","1"
0.520336974243094,0.1,0.307692307692308,"High","M6","0"
0.213588587564883,0.04,0.403846153846154,"Low","M1","0"
0.897770850967484,0.04,0.576923076923077,"High","M4","0"
0.321144554416969,0.03,0.605769230769231,"Medium","M1","0"
0.24142124790882,0.12,0.471153846153846,"Medium","M9","0"
0.29596672924548,0.12,0.5,"Low","M4","0"
0.758622595499839,0.09,0.394230769230769,"High","M6","1"
0.301701571681352,0.05,0.403846153846154,"Low","M4","0"
0.52708521732645,0,0.615384615384615,"Medium","M1","1"
0.630598331981702,0.08,0.317307692307692,"Medium","M10","0"
0.9994432598619,0.08,0.576923076923077,"Medium","M4","1"
0.020562619827824,0.01,0.480769230769231,"Low","M1","1"
0.240958873827854,0.07,0.317307692307692,"Low","M6","0"
0.775663608257866,0.02,0.375,"Low","M1","0"
0.524680615199982,0.15,0.394230769230769,"Medium","M7","0"
0.543358190546491,0.07,0.326923076923077,"Medium","M6","0"
1.12453811173832,0.07,0.490384615384615,"Low","M6","1"
1.10272894796331,0.12,0.298076923076923,"High","M8","0"
1.14674120394377,0.13,0.461538461538462,"Low","M7","0"
0.796578491346942,0.02,0.461538461538462,"Low","M1","0"
0.530241345037964,0.15,0.480769230769231,"High","M6","0"
0.468720628618515,0.01,0.403846153846154,"Medium","M1","0"
1.19393629755259,0.39,0.403846153846154,"Low","M4","0"
0.758760266249934,0.01,0.384615384615385,"High","M1","0"
1.15240385138065,0.08,0.490384615384615,"Low","M8","0"
1.12413817796631,0.12,0.403846153846154,"Low","M6","0"
0.128866091754693,0.02,0.576923076923077,"Low","M1","0"
0.247247659283987,0.08,0.471153846153846,"Low","M4","0"
0.112364879218963,0,0.384615384615385,"Low","M1","0"
0.844741730711956,0.04,0.394230769230769,"Low","M5","0"
0.13237728407142,0.07,0.490384615384615,"Low","M6","0"
1.05575450868662,0.1,0.923076923076923,"Low","M6","0"
0.715804194255152,0.02,0.403846153846154,"Low","M1","0"
1.21634224769392,0.15,0.692307692307692,"Low","M4","0"
0.082137238996718,0.03,0.326923076923077,"Low","M4","0"
1.23539874915142,0.11,0.471153846153846,"Low","M6","0"
0.345261468882967,0.03,0.451923076923077,"High","M6","0"
0.91642126940341,0,0.326923076923077,"Medium","M5","0"
1.0885054679032,0.01,0.413461538461538,"Medium","M6","0"
1.07552325511587,0.17,0.682692307692308,"Low","M6","0"
1.08454512638103,0.06,0.365384615384615,"High","M6","0"
0.167815014497839,0,0.480769230769231,"High","M1","0"
0.330100559343393,0.1,0.355769230769231,"Low","M9","0"
0.943037692780565,0.12,0.403846153846154,"Low","M6","0"
0.011489454864972,0,0.480769230769231,"Medium","M4","0"
0.541464631037878,0.04,0.644230769230769,"High","M1","0"
1.21686328225811,0.04,0.509615384615385,"Low","M6","0"
1.06919321796983,0.1,0.394230769230769,"Medium","M4","0"
1.18597246654933,0.05,0.538461538461538,"Medium","M4","0"
1.19892355688502,0.12,0.461538461538462,"Medium","M4","0"
0.090390126813579,0,0.673076923076923,"Low","M6","0"
0.245361840897967,0.04,0.326923076923077,"Low","M1","0"
0.411289303270382,0.08,0.298076923076923,"Medium","M8","0"
1.10816786269198,0.06,0.346153846153846,"Medium","M4","0"
1.01976953010629,0.17,0.375,"Low","M6","0"
1.17662133515706,0.04,0.548076923076923,"Low","M6","0"
0.976632691699104,0.04,0.394230769230769,"Low","M6","0"
0.475114197460173,0.08,0.548076923076923,"Medium","M5","0"
0.282169395811438,0.04,0.615384615384615,"High","M6","0"
0.639802758621483,0.01,0.538461538461538,"Medium","M1","0"
0.190606965990237,0.06,0.346153846153846,"Low","M1","0"
1.19471042243915,0.06,0.288461538461538,"Medium","M4","1"
0.6495880741755,0.02,0.509615384615385,"High","M6","0"
0.252136265686904,0.08,0.326923076923077,"Low","M4","0"
0.539544610230156,0.13,0.384615384615385,"High","M4","0"
1.04332599411681,0.13,0.557692307692308,"Low","M6","0"
0.168965055409704,0,0.365384615384615,"Low","M6","0"
0.977908447836331,0.06,0.759615384615385,"Medium","M6","0"
0.568471861873235,0.06,0.538461538461538,"Medium","M6","0"
1.21304417155134,0.13,0.403846153846154,"High","M8","0"
0.462069956265957,0.01,0.442307692307692,"Low","M1","0"
1.16392472006908,0.06,0.288461538461538,"Medium","M9","0"
0.17950147533084,0.02,0.442307692307692,"Medium","M1","0"
0.046563507875534,0.01,0.288461538461538,"Medium","M4","0"
0.807114160506035,0.18,0.326923076923077,"Low","M4","0"
0.094857459462781,0.1,0.365384615384615,"Low","M8","0"
0.321030834236587,0.02,0.673076923076923,"Medium","M6","0"
