"policy_tenure","age_of_car","age_of_policyholder","area_cluster","model","is_claim"
0.04439197839647,0,0.249733907168309,"Low","M1","0"
1.18821635246123,0.271441761659491,0.32738038239331,"Low","M4","0"
0.089900489946944,0.310723250595386,0.239197530864198,"Medium","M4","0"
0.006666200103846,0,0.333086419753086,"Medium","M6","0"
0.977908447836331,0.391486764116886,0.338514138971005,"Medium","M6","0"
0.074570417999512,0,0.259644444444444,"High","M1","0"
0.090329708308168,0.215443469003188,0.256407369037431,"Medium","M6","0"
0.829517761793929,0.506579701910089,0.271968291448811,"Low","M6","0"
0.665860763512235,0.412128529980856,0.224081632653061,"Low","M1","0"
0.62819667461904,0.215443469003188,0.268977743602888,"Low","M6","0"
0.275494795512229,0.51924941018511,0.277777777777778,"Medium","M4","0"
0.366917232838014,0.341995189335339,0.235537190082645,"Low","M4","0"
0.033973241826508,0,0.277777777777778,"High","M1","0"
0.622337548667605,0.271441761659491,0.265927977839335,"Low","M4","0"
1.14411478378249,0.310723250595386,0.253104455807158,"Low","M6","0"
1.10826373882535,0.506579701910089,0.312871972318339,"Medium","M4","0"
0.464295047000754,0.215443469003188,0.301359044995409,"Low","M1","0"
0.233074461985218,0.531329284591306,0.319305690133315,"Low","M4","0"
1.09495665225933,0.51924941018511,0.345348737453173,"Low","M6","0"
0.060954517419036,0.479141985706278,0.211865309819383,"Low","M6","0"
0.136190504403286,0.479141985706278,0.242782401902497,"Low","M4","0"
0.093578067865556,0.448140474655716,0.33492567381948,"Low","M6","0"
1.20113607239478,0.215443469003188,0.203264746227709,"Low","M4","0"
0.089182781176751,0.553965825675446,0.262817420288584,"High","M6","0"
1.10197487216604,0.448140474655716,0.338514138971005,"Low","M4","0"
0.594898948553073,0.412128529980856,0.286084411217911,"Low","M6","0"
1.19762687247347,0.391486764116886,0.249733907168309,"Low","M4","0"
0.260175186888846,0.553965825675446,0.280599618645787,"Low","M6","0"
0.081255272012572,0.215443469003188,0.211865309819383,"High","M4","0"
0.115335626468192,0.215443469003188,0.308390022675737,"Low","M1","0"
0.175339434895781,0.574889707894483,0.259644444444444,"High","M4","0"
0.373139062507139,0.271441761659491,0.262817420288584,"Low","M8","0"
1.10851826833933,0.542883523318981,0.262817420288584,"Medium","M4","0"
0.682375649122469,0.310723250595386,0.319305690133315,"Low","M6","0"
0.586078712785139,0.564621617328617,0.291366073839744,"Low","M4","0"
0.526344536525067,0.506579701910089,0.21602604494854,"Medium","M8","0"
0.862776536972918,0.341995189335339,0.207612456747405,"Low","M9","0"
0.45367017116185,0.271441761659491,0.249733907168309,"Low","M1","0"
0.141401640551175,0.341995189335339,0.265927977839335,"Medium","M9","0"
0.037232426718941,0.310723250595386,0.283368049991988,"Low","M4","0"
1.06631792820163,0.531329284591306,0.207612456747405,"Low","M9","0"
1.19677356418264,0.553965825675446,0.265927977839335,"Low","M4","0"
1.0589055101989,0.661910594802623,0.331216254174339,"Low","M4","0"
0.250815424914601,0.271441761659491,0.239197530864198,"Medium","M4","0"
0.656942979454899,0.448140474655716,0.283368049991988,"Medium","M5","0"
0.078798878550636,0,0.262817420288584,"Low","M7","0"
0.838903653633919,0.215443469003188,0.274901144640999,"High","M1","0"
0.218504800392552,0.271441761659491,0.242782401902497,"Low","M2","0"
0.477894272969041,0.448140474655716,0.203264746227709,"Low","M11","0"
0.336615376870185,0.430886938006377,0.283368049991988,"Low","M4","0"
0.264770373881008,0.271441761659491,0.227981489864695,"Low","M1","0"
0.348542749292025,0.412128529980856,0.231799246181313,"Medium","M1","0"
1.14731258703242,0.506579701910089,0.265927977839335,"Low","M7","0"
0.156895324465656,0.271441761659491,0.301359044995409,"Low","M8","0"
0.103720957793022,0.341995189335339,0.265927977839335,"Low","M8","0"
1.00576383054951,0.506579701910089,0.220097303452202,"Low","M6","0"
1.01875357185355,0.271441761659491,0.336734693877551,"High","M1","0"
1.11191977832132,0.215443469003188,0.298929208804283,"Low","M1","0"
0.582730093347975,0.215443469003188,0.301359044995409,"High","M1","0"
1.08384259169596,0.51924941018511,0.211865309819383,"Medium","M4","0"
0.446582646054848,0.531329284591306,0.265927977839335,"Low","M3","0"
0.914075831809897,0.448140474655716,0.242782401902497,"High","M6","0"
0.086552334612422,0.341995189335339,0.291366073839744,"Low","M4","0"
0.601913362194121,0.271441761659491,0.310650887573965,"Medium","M1","0"
0.65011641665049,0.271441761659491,0.253104455807158,"High","M1","0"
0.216057842413286,0.412128529980856,0.242782401902497,"Low","M6","0"
0.446138478113266,0,0.291366073839744,"High","M1","0"
1.16606684709777,0.51924941018511,0.246293863764309,"Low","M4","0"
0.08455245889864,0.341995189335339,0.211865309819383,"Low","M1","0"
1.01500083070382,0.479141985706278,0.283368049991988,"Low","M4","0"
1.17424446691704,0.368403149864039,0.277777777777778,"High","M4","0"
0.354334344111775,0.271441761659491,0.319305690133315,"Medium","M1","0"
0.535862625872372,0.464158883361278,0.262817420288584,"Low","M4","0"
0.089443029311797,0.310723250595386,0.323412244897959,"High","M4","0"
1.12405302155592,0.215443469003188,0.259644444444444,"Low","M1","0"
0.521436324154923,0.51924941018511,0.224081632653061,"Low","M6","0"
0.034494772696703,0.310723250595386,0.321376667987845,"Medium","M1","0"
0.575669710510146,0.479141985706278,0.211865309819383,"Low","M4","0"
1.19508448870681,0.215443469003188,0.274901144640999,"Low","M1","0"
0.03194401690614,0,0.239197530864198,"Low","M1","0"
0.643818584414643,0.271441761659491,0.246293863764309,"Low","M1","0"
0.505282778927308,0.506579701910089,0.239197530864198,"Low","M4","0"
0.246881614534465,0.310723250595386,0.231799246181313,"High","M1","0"
0.006152957254746,0.430886938006377,0.21602604494854,"Low","M4","0"
1.1947009131035,0.493242414866094,0.268977743602888,"Medium","M4","0"
1.02800677265324,0.430886938006377,0.265927977839335,"Medium","M7","0"
1.04976249851873,0.51924941018511,0.274901144640999,"Medium","M6","0"
0.079022930487267,0.412128529980856,0.265927977839335,"Low","M6","0"
0.555958184267707,0.310723250595386,0.224081632653061,"Low","M1","0"
0.879989889511009,0.271441761659491,0.198819336155045,"Low","M8","0"
0.09058602031467,0.448140474655716,0.296454514659942,"Low","M9","0"
0.021377544295022,0,0.198819336155045,"High","M6","0"
0.143538695478052,0.412128529980856,0.242782401902497,"Low","M4","0"
0.755469718639696,0.553965825675446,0.227981489864695,"Low","M7","0"
0.506130340883283,0.341995189335339,0.317198485667929,"Medium","M1","0"
1.11122268943411,0.271441761659491,0.29393385154702,"Low","M10","0"
0.346807256285042,0.464158883361278,0.231799246181313,"High","M1","0"
0.20658516752311,0.341995189335339,0.207612456747405,"Low","M1","0"
0.470483107860636,0.412128529980856,0.283368049991988,"Medium","M1","0"
0.950688284225007,0.215443469003188,0.346989588048891,"Low","M1","0"
0.226900363667166,0.271441761659491,0.259644444444444,"Low","M3","0"
0.5432396513018,0.310723250595386,0.268977743602888,"Low","M1","0"
0.076089112075741,0.51924941018511,0.242782401902497,"Low","M6","0"
0.0427667309834,0.271441761659491,0.277777777777778,"High","M1","0"
0.035156131941578,0.412128529980856,0.32738038239331,"High","M8","0"
0.172356680887318,0.215443469003188,0.283368049991988,"Medium","M1","0"
0.432359132572671,0.215443469003188,0.262817420288584,"Medium","M1","0"
1.0195550888096,0.271441761659491,0.256407369037431,"High","M4","0"
0.497917558084095,0.430886938006377,0.198819336155045,"Low","M6","0"
1.07107368766496,0.51924941018511,0.277777777777778,"Low","M6","0"
0.0937990530485,0.506579701910089,0.224081632653061,"Low","M10","0"
0.568039872585064,0.574889707894483,0.286084411217911,"High","M4","0"
1.03331550493005,0.341995189335339,0.220097303452202,"Medium","M4","0"
1.02138648084358,0.430886938006377,0.235537190082645,"Low","M4","0"
1.18199354115168,0.341995189335339,0.296454514659942,"Low","M6","0"
1.24918786655426,0.464158883361278,0.336734693877551,"Low","M6","0"
0.804381929785904,0.215443469003188,0.301359044995409,"Medium","M1","0"
0.920366715994081,0.271441761659491,0.249733907168309,"Low","M6","0"
0.034249862322461,0.310723250595386,0.265927977839335,"Low","M2","0"
0.092058143639516,0.391486764116886,0.207612456747405,"Low","M6","0"
0.87742765172032,0.215443469003188,0.256407369037431,"Low","M1","0"
1.18643728751475,0.493242414866094,0.262817420288584,"Low","M9","0"
0.092940538927326,0.51924941018511,0.280599618645787,"High","M6","0"
0.599025051352422,0.564621617328617,0.198819336155045,"Medium","M3","0"
0.616801461000501,0.479141985706278,0.277777777777778,"Medium","M6","0"
0.970410124339862,0.215443469003188,0.249733907168309,"Medium","M1","0"
0.189953747334857,0.215443469003188,0.246293863764309,"Low","M1","0"
0.055181527971091,0.215443469003188,0.239197530864198,"Low","M1","0"
0.456880573126984,0.464158883361278,0.315054204712561,"Low","M1","0"
1.18522665546346,0.271441761659491,0.28875,"High","M1","0"
1.02751632735978,0.506579701910089,0.246293863764309,"High","M4","0"
0.923449985425706,0.215443469003188,0.198819336155045,"Low","M1","0"
0.7884780081604,0.368403149864039,0.283368049991988,"Low","M1","0"
0.060124492052097,0.271441761659491,0.239197530864198,"Low","M1","0"
0.272135551772644,0.506579701910089,0.291366073839744,"High","M8","0"
1.04135585969085,0.464158883361278,0.33492567381948,"Low","M6","0"
1.16262542998141,0.368403149864039,0.227981489864695,"Low","M8","0"
0.472714527220395,0.215443469003188,0.224081632653061,"Low","M1","0"
0.763704235585515,0.215443469003188,0.298929208804283,"Low","M1","0"
1.10565297343952,0.341995189335339,0.277777777777778,"Low","M10","0"
0.257498499328578,0,0.235537190082645,"Medium","M1","0"
1.09471640717987,0.271441761659491,0.283368049991988,"Low","M6","0"
0.011744627942444,0.215443469003188,0.29393385154702,"Low","M6","0"
0.9281490291015,0,0.21602604494854,"Medium","M1","0"
